date,actual,pred,ok
2024-10-28,570.0592041015625,570.12,True
2024-10-29,568.3345947265625,570.75,True
2024-10-30,557.1934814453125,568.25,True
2024-10-31,559.5452270507812,558.76,True
2024-11-01,558.3399047851562,558.47,True
2024-11-04,565.0912475585938,559.5,True
2024-11-05,579.142578125,564.0,True
2024-11-06,583.62060546875,580.5,True
2024-11-07,586.148681640625,586.0,True
2024-11-08,586.7072143554688,588.5,True
2024-11-11,584.8845825195312,588.12,True
2024-11-12,585.1687622070312,583.0,True
2024-11-13,581.406005859375,585.5,True
2024-11-14,573.9590454101562,580.25,True
2024-11-15,576.310791015625,575.24,True
2024-11-18,578.41748046875,577.45,True
2024-11-19,578.6134033203125,580.0,True
2024-11-20,581.7196655273438,579.12,True
2024-11-21,583.5225830078125,583.12,True
2024-11-22,585.5020751953125,585.2,True
2024-11-25,588.5591430664062,586.75,True
2024-11-26,586.7758178710938,590.12,True
2024-11-27,590.4208984375,585.0,True
2024-11-29,591.4791259765625,591.5,True
2024-12-02,591.7534790039062,592.5,True
2024-12-03,595.4280395507812,592.5,True
2024-12-04,594.4481811523438,596.5,True
2024-12-05,595.5750122070312,595.5,True
2024-12-06,592.508056640625,596.8,True
2024-12-09,590.6659545898438,591.75,True
2024-12-10,595.2321166992188,589.12,True
2024-12-11,592.1651000976562,594.5,True
2024-12-12,592.0474853515625,590.0,True
2024-12-13,594.5755615234375,591.5,True
2024-12-16,592.1257934570312,594.23,True
2024-12-17,574.478515625,593.45,True
2024-12-18,574.3020629882812,578.75,True
2024-12-19,581.199951171875,573.25,True
2024-12-20,584.6803588867188,582.5,True
2024-12-23,591.1790771484375,585.5,True
2024-12-24,591.2184448242188,594.5,True
2024-12-26,584.9949951171875,590.0,True
2024-12-27,578.3192749023438,582.5,True
2024-12-30,576.2152709960938,580.12,True
2024-12-31,574.799560546875,575.5,True
2025-01-02,581.9865112304688,572.5,True
2025-01-03,585.339111328125,580.45,True
2025-01-06,578.7223510742188,586.75,True
2025-01-07,579.5678100585938,577.5,True
2025-01-08,570.7192993164062,580.38,True
2025-01-10,571.604248046875,573.45,True
2025-01-13,572.3906860351562,574.25,True
2025-01-14,582.802490234375,570.0,True
2025-01-15,581.6817626953125,580.5,True
2025-01-16,587.521728515625,580.0,True
2025-01-17,592.8995971679688,586.21,True
2025-01-21,596.232666015625,590.0,True
2025-01-22,599.4869384765625,600.15,True
2025-01-23,597.73681640625,601.75,True
2025-01-24,589.2816162109375,598.5,True
2025-01-27,594.3449096679688,591.76,True
2025-01-28,591.6804809570312,592.5,True
2025-01-29,594.8561401367188,592.5,True
2025-01-30,591.6903686523438,595.2,True
2025-01-31,587.70849609375,592.5,True
2025-02-03,591.6510620117188,586.24,True
2025-02-04,594.0498657226562,590.25,True
2025-02-05,596.1146240234375,594.5,True
2025-02-06,590.6580810546875,597.12,True
2025-02-07,594.6693725585938,592.3,True
2025-02-10,595.1215209960938,592.0,True
2025-02-11,593.2044677734375,594.25,True
2025-02-12,599.4672241210938,591.5,True
2025-02-13,599.4376831054688,600.12,True
2025-02-14,601.197509765625,599.5,True
2025-02-18,602.6133422851562,602.5,True
2025-02-19,600.106201171875,603.5,True
2025-02-20,589.842041015625,600.5,True
2025-02-21,587.157958984375,590.5,True
2025-02-24,584.2378540039062,588.5,True
2025-02-25,584.5328369140625,582.15,True
2025-02-26,575.20263671875,583.25,True
2025-02-27,584.1788940429688,572.0,True
2025-02-28,573.9441528320312,581.0,True
2025-03-03,567.1504516601562,578.67,True
2025-03-04,573.24609375,570.0,True
2025-03-05,563.0703125,570.5,True
2025-03-06,566.2262573242188,558.21,True
2025-03-07,551.14453125,565.12,True
2025-03-10,546.5628662109375,545.0,True
2025-03-11,549.4632568359375,540.0,True
2025-03-12,542.1386108398438,550.0,True
2025-03-13,553.3369140625,538.12,True
2025-03-14,557.6039428710938,556.78,True
2025-03-17,551.5770263671875,562.5,True
2025-03-18,557.5842895507812,550.75,True
2025-03-19,555.9718627929688,556.0,True
2025-03-20,556.1552734375,554.2,True
2025-03-21,566.1151733398438,556.32,True
2025-03-24,567.4759521484375,570.12,True
2025-03-25,560.7013549804688,568.25,True
2025-03-26,559.2122802734375,558.3,True
2025-03-27,547.9506225585938,558.5,True
2025-03-28,551.62890625,546.5,True
2025-03-31,553.18701171875,554.3,True
2025-04-01,556.687744140625,552.3,True
2025-04-02,529.2537841796875,558.0,True
2025-04-03,498.2696838378906,532.45,True
2025-04-04,497.3821716308594,490.0,True
2025-04-07,489.591796875,496.0,True
2025-04-08,541.0084228515625,486.0,True
2025-04-09,517.3019409179688,537.12,True
2025-04-10,526.531982421875,508.12,True
2025-04-11,531.6401977539062,525.0,True
2025-04-14,530.151123046875,532.5,True
2025-04-15,518.366943359375,529.0,True
2025-04-16,519.1065063476562,520.12,True
2025-04-17,506.7503662109375,518.0,True
2025-04-21,519.9348754882812,504.5,True
2025-04-22,527.9915161132812,517.0,True
2025-04-23,539.105224609375,530.5,True
2025-04-24,543.0003662109375,541.25,True
2025-04-25,543.2073364257812,548.25,True
2025-04-28,546.6293334960938,545.13,True
2025-04-29,546.84619140625,548.5,True
2025-04-30,550.7216796875,548.5,True
2025-05-01,558.8966064453125,552.15,True
2025-05-02,555.6918334960938,561.45,True
2025-05-05,551.047119140625,554.12,True
2025-05-06,553.3645629882812,552.34,True
2025-05-07,557.2202758789062,552.5,True
2025-05-08,556.51025390625,558.5,True
2025-05-09,574.9014892578125,558.3,True
2025-05-12,578.6981201171875,575.75,True
2025-05-13,579.437744140625,580.5,True
2025-05-14,582.2678833007812,580.0,True
2025-05-15,585.9559936523438,583.5,True
2025-05-16,586.596923828125,588.67,True
2025-05-19,584.6246948242188,588.3,True
